elem1,elem2,n1,n2,l
O,O,0,0,0
O,O,0,0,1
O,O,0,0,2
O,O,0,0,3
O,O,0,0,4
O,O,0,1,0
O,O,0,1,1
O,O,0,1,2
O,O,0,1,3
O,O,0,1,4
O,O,0,2,0
O,O,0,2,1
O,O,0,2,2
O,O,0,2,3
O,O,0,2,4
O,O,0,3,0
O,O,0,3,1
O,O,0,3,2
O,O,0,3,3
O,O,0,3,4
O,O,1,1,0
O,O,1,1,1
O,O,1,1,2
O,O,1,1,3
O,O,1,1,4
O,O,1,2,0
O,O,1,2,1
O,O,1,2,2
O,O,1,2,3
O,O,1,2,4
O,O,1,3,0
O,O,1,3,1
O,O,1,3,2
O,O,1,3,3
O,O,1,3,4
O,O,2,2,0
O,O,2,2,1
O,O,2,2,2
O,O,2,2,3
O,O,2,2,4
O,O,2,3,0
O,O,2,3,1
O,O,2,3,2
O,O,2,3,3
O,O,2,3,4
O,O,3,3,0
O,O,3,3,1
O,O,3,3,2
O,O,3,3,3
O,O,3,3,4
O,Mo,0,0,0
O,Mo,0,0,1
O,Mo,0,0,2
O,Mo,0,0,3
O,Mo,0,0,4
O,Mo,0,1,0
O,Mo,0,1,1
O,Mo,0,1,2
O,Mo,0,1,3
O,Mo,0,1,4
O,Mo,0,2,0
O,Mo,0,2,1
O,Mo,0,2,2
O,Mo,0,2,3
O,Mo,0,2,4
O,Mo,0,3,0
O,Mo,0,3,1
O,Mo,0,3,2
O,Mo,0,3,3
O,Mo,0,3,4
O,Mo,1,0,0
O,Mo,1,0,1
O,Mo,1,0,2
O,Mo,1,0,3
O,Mo,1,0,4
O,Mo,1,1,0
O,Mo,1,1,1
O,Mo,1,1,2
O,Mo,1,1,3
O,Mo,1,1,4
O,Mo,1,2,0
O,Mo,1,2,1
O,Mo,1,2,2
O,Mo,1,2,3
O,Mo,1,2,4
O,Mo,1,3,0
O,Mo,1,3,1
O,Mo,1,3,2
O,Mo,1,3,3
O,Mo,1,3,4
O,Mo,2,0,0
O,Mo,2,0,1
O,Mo,2,0,2
O,Mo,2,0,3
O,Mo,2,0,4
O,Mo,2,1,0
O,Mo,2,1,1
O,Mo,2,1,2
O,Mo,2,1,3
O,Mo,2,1,4
O,Mo,2,2,0
O,Mo,2,2,1
O,Mo,2,2,2
O,Mo,2,2,3
O,Mo,2,2,4
O,Mo,2,3,0
O,Mo,2,3,1
O,Mo,2,3,2
O,Mo,2,3,3
O,Mo,2,3,4
O,Mo,3,0,0
O,Mo,3,0,1
O,Mo,3,0,2
O,Mo,3,0,3
O,Mo,3,0,4
O,Mo,3,1,0
O,Mo,3,1,1
O,Mo,3,1,2
O,Mo,3,1,3
O,Mo,3,1,4
O,Mo,3,2,0
O,Mo,3,2,1
O,Mo,3,2,2
O,Mo,3,2,3
O,Mo,3,2,4
O,Mo,3,3,0
O,Mo,3,3,1
O,Mo,3,3,2
O,Mo,3,3,3
O,Mo,3,3,4
O,Ce,0,0,0
O,Ce,0,0,1
O,Ce,0,0,2
O,Ce,0,0,3
O,Ce,0,0,4
O,Ce,0,1,0
O,Ce,0,1,1
O,Ce,0,1,2
O,Ce,0,1,3
O,Ce,0,1,4
O,Ce,0,2,0
O,Ce,0,2,1
O,Ce,0,2,2
O,Ce,0,2,3
O,Ce,0,2,4
O,Ce,0,3,0
O,Ce,0,3,1
O,Ce,0,3,2
O,Ce,0,3,3
O,Ce,0,3,4
O,Ce,1,0,0
O,Ce,1,0,1
O,Ce,1,0,2
O,Ce,1,0,3
O,Ce,1,0,4
O,Ce,1,1,0
O,Ce,1,1,1
O,Ce,1,1,2
O,Ce,1,1,3
O,Ce,1,1,4
O,Ce,1,2,0
O,Ce,1,2,1
O,Ce,1,2,2
O,Ce,1,2,3
O,Ce,1,2,4
O,Ce,1,3,0
O,Ce,1,3,1
O,Ce,1,3,2
O,Ce,1,3,3
O,Ce,1,3,4
O,Ce,2,0,0
O,Ce,2,0,1
O,Ce,2,0,2
O,Ce,2,0,3
O,Ce,2,0,4
O,Ce,2,1,0
O,Ce,2,1,1
O,Ce,2,1,2
O,Ce,2,1,3
O,Ce,2,1,4
O,Ce,2,2,0
O,Ce,2,2,1
O,Ce,2,2,2
O,Ce,2,2,3
O,Ce,2,2,4
O,Ce,2,3,0
O,Ce,2,3,1
O,Ce,2,3,2
O,Ce,2,3,3
O,Ce,2,3,4
O,Ce,3,0,0
O,Ce,3,0,1
O,Ce,3,0,2
O,Ce,3,0,3
O,Ce,3,0,4
O,Ce,3,1,0
O,Ce,3,1,1
O,Ce,3,1,2
O,Ce,3,1,3
O,Ce,3,1,4
O,Ce,3,2,0
O,Ce,3,2,1
O,Ce,3,2,2
O,Ce,3,2,3
O,Ce,3,2,4
O,Ce,3,3,0
O,Ce,3,3,1
O,Ce,3,3,2
O,Ce,3,3,3
O,Ce,3,3,4
Mo,Mo,0,0,0
Mo,Mo,0,0,1
Mo,Mo,0,0,2
Mo,Mo,0,0,3
Mo,Mo,0,0,4
Mo,Mo,0,1,0
Mo,Mo,0,1,1
Mo,Mo,0,1,2
Mo,Mo,0,1,3
Mo,Mo,0,1,4
Mo,Mo,0,2,0
Mo,Mo,0,2,1
Mo,Mo,0,2,2
Mo,Mo,0,2,3
Mo,Mo,0,2,4
Mo,Mo,0,3,0
Mo,Mo,0,3,1
Mo,Mo,0,3,2
Mo,Mo,0,3,3
Mo,Mo,0,3,4
Mo,Mo,1,1,0
Mo,Mo,1,1,1
Mo,Mo,1,1,2
Mo,Mo,1,1,3
Mo,Mo,1,1,4
Mo,Mo,1,2,0
Mo,Mo,1,2,1
Mo,Mo,1,2,2
Mo,Mo,1,2,3
Mo,Mo,1,2,4
Mo,Mo,1,3,0
Mo,Mo,1,3,1
Mo,Mo,1,3,2
Mo,Mo,1,3,3
Mo,Mo,1,3,4
Mo,Mo,2,2,0
Mo,Mo,2,2,1
Mo,Mo,2,2,2
Mo,Mo,2,2,3
Mo,Mo,2,2,4
Mo,Mo,2,3,0
Mo,Mo,2,3,1
Mo,Mo,2,3,2
Mo,Mo,2,3,3
Mo,Mo,2,3,4
Mo,Mo,3,3,0
Mo,Mo,3,3,1
Mo,Mo,3,3,2
Mo,Mo,3,3,3
Mo,Mo,3,3,4
Mo,Ce,0,0,0
Mo,Ce,0,0,1
Mo,Ce,0,0,2
Mo,Ce,0,0,3
Mo,Ce,0,0,4
Mo,Ce,0,1,0
Mo,Ce,0,1,1
Mo,Ce,0,1,2
Mo,Ce,0,1,3
Mo,Ce,0,1,4
Mo,Ce,0,2,0
Mo,Ce,0,2,1
Mo,Ce,0,2,2
Mo,Ce,0,2,3
Mo,Ce,0,2,4
Mo,Ce,0,3,0
Mo,Ce,0,3,1
Mo,Ce,0,3,2
Mo,Ce,0,3,3
Mo,Ce,0,3,4
Mo,Ce,1,0,0
Mo,Ce,1,0,1
Mo,Ce,1,0,2
Mo,Ce,1,0,3
Mo,Ce,1,0,4
Mo,Ce,1,1,0
Mo,Ce,1,1,1
Mo,Ce,1,1,2
Mo,Ce,1,1,3
Mo,Ce,1,1,4
Mo,Ce,1,2,0
Mo,Ce,1,2,1
Mo,Ce,1,2,2
Mo,Ce,1,2,3
Mo,Ce,1,2,4
Mo,Ce,1,3,0
Mo,Ce,1,3,1
Mo,Ce,1,3,2
Mo,Ce,1,3,3
Mo,Ce,1,3,4
Mo,Ce,2,0,0
Mo,Ce,2,0,1
Mo,Ce,2,0,2
Mo,Ce,2,0,3
Mo,Ce,2,0,4
Mo,Ce,2,1,0
Mo,Ce,2,1,1
Mo,Ce,2,1,2
Mo,Ce,2,1,3
Mo,Ce,2,1,4
Mo,Ce,2,2,0
Mo,Ce,2,2,1
Mo,Ce,2,2,2
Mo,Ce,2,2,3
Mo,Ce,2,2,4
Mo,Ce,2,3,0
Mo,Ce,2,3,1
Mo,Ce,2,3,2
Mo,Ce,2,3,3
Mo,Ce,2,3,4
Mo,Ce,3,0,0
Mo,Ce,3,0,1
Mo,Ce,3,0,2
Mo,Ce,3,0,3
Mo,Ce,3,0,4
Mo,Ce,3,1,0
Mo,Ce,3,1,1
Mo,Ce,3,1,2
Mo,Ce,3,1,3
Mo,Ce,3,1,4
Mo,Ce,3,2,0
Mo,Ce,3,2,1
Mo,Ce,3,2,2
Mo,Ce,3,2,3
Mo,Ce,3,2,4
Mo,Ce,3,3,0
Mo,Ce,3,3,1
Mo,Ce,3,3,2
Mo,Ce,3,3,3
Mo,Ce,3,3,4
Ce,Ce,0,0,0
Ce,Ce,0,0,1
Ce,Ce,0,0,2
Ce,Ce,0,0,3
Ce,Ce,0,0,4
Ce,Ce,0,1,0
Ce,Ce,0,1,1
Ce,Ce,0,1,2
Ce,Ce,0,1,3
Ce,Ce,0,1,4
Ce,Ce,0,2,0
Ce,Ce,0,2,1
Ce,Ce,0,2,2
Ce,Ce,0,2,3
Ce,Ce,0,2,4
Ce,Ce,0,3,0
Ce,Ce,0,3,1
Ce,Ce,0,3,2
Ce,Ce,0,3,3
Ce,Ce,0,3,4
Ce,Ce,1,1,0
Ce,Ce,1,1,1
Ce,Ce,1,1,2
Ce,Ce,1,1,3
Ce,Ce,1,1,4
Ce,Ce,1,2,0
Ce,Ce,1,2,1
Ce,Ce,1,2,2
Ce,Ce,1,2,3
Ce,Ce,1,2,4
Ce,Ce,1,3,0
Ce,Ce,1,3,1
Ce,Ce,1,3,2
Ce,Ce,1,3,3
Ce,Ce,1,3,4
Ce,Ce,2,2,0
Ce,Ce,2,2,1
Ce,Ce,2,2,2
Ce,Ce,2,2,3
Ce,Ce,2,2,4
Ce,Ce,2,3,0
Ce,Ce,2,3,1
Ce,Ce,2,3,2
Ce,Ce,2,3,3
Ce,Ce,2,3,4
Ce,Ce,3,3,0
Ce,Ce,3,3,1
Ce,Ce,3,3,2
Ce,Ce,3,3,3
Ce,Ce,3,3,4
